Periodo,Total_Mensual,Total_Anual,Primarias_Mensual,Primarias_Anual,Secundarias_Mensual,Secundarias_Anual,Terciarias_Mensual,Terciarias_Anual,Mineria_Anual,Energia_agua_gas_Anual,Construccion_Anual,Manufacturas_Anual,Comercio_mayoreo_Anual,Comercio_menudeo_Anual,Transportes_Anual,Servicios_financieros_Anual,Servicios_inmobiliarios_Anual,Servicios_profesionales_Anual,Actividades_gubernamentales_Anual
nov-06,-0.3,3.12,-7.89,0.23,0.25,3.37,-0.27,3.05,-2.15,16.13,8.21,2.97,2.4,1.16,2.48,26.39,5.37,2.95,-1.65
dic-06,0.44,2.93,13.79,17.54,-1.03,1.06,0.64,3.2,-8.32,18.5,6.94,1.02,3.6,1.68,2.17,21.63,4.44,4.53,-2.1
ene-07,0.1,1.17,-8.39,-1.94,0.13,0.94,0.15,1.72,-2.47,11.06,6.06,-0.06,-0.52,-1.11,1.53,19.51,3.27,4.96,-2.95
feb-07,0.07,2.29,5.2,8.73,0.75,2.34,0.02,2.02,-0.6,6.86,7.69,0.85,2.49,1.78,2.5,17.09,2.9,-2.68,-6.3
mar-07,0.57,2.76,1.14,10.95,1.03,2.44,0.34,2.72,-1.09,9.03,5.26,2.26,2.61,2.25,2.38,12.73,2.48,6.84,-1.82
abr-07,0.46,2.67,-4.88,2.68,-0.24,2.04,0.63,2.84,-0.38,6.44,3.5,1.88,2.44,2.15,3.52,8.84,2.98,2.02,0.2
may-07,0.21,1.85,1.55,3.12,-0.01,1.07,0.57,2.18,-1.36,6.8,2.8,1.0,2.5,1.97,3.17,8.39,2.24,0.66,-5.33
jun-07,0.42,2.43,3.84,7.81,-0.01,0.95,0.55,3.25,2.86,5.0,0.43,0.26,3.38,2.79,3.76,8.93,3.24,5.67,0.81
jul-07,-0.19,2.27,-4.1,4.9,-0.05,0.92,-0.45,2.97,2.56,5.45,2.03,-0.26,2.89,2.23,4.36,8.98,3.19,-4.05,1.43
ago-07,0.27,2.29,5.73,9.91,-0.48,-0.02,0.9,3.55,-7.81,5.27,1.82,1.16,3.97,3.92,4.37,10.91,4.07,0.64,2.76
sep-07,0.2,2.53,-3.94,3.51,0.6,0.93,0.05,3.5,-0.94,6.61,4.24,-0.06,3.34,2.14,4.26,10.69,4.23,8.37,3.85
oct-07,-0.16,2.09,3.16,2.97,-0.37,0.56,-0.03,3.12,-2.42,7.27,6.1,-0.57,1.22,1.37,3.79,12.86,4.55,5.23,6.12
nov-07,-0.39,2.0,3.26,15.42,-0.69,-0.39,-0.42,2.96,-4.29,6.52,7.3,-2.31,1.12,1.48,4.08,15.18,2.94,3.86,5.08
dic-07,0.07,1.62,-13.47,-12.23,0.65,1.3,0.54,2.85,1.91,7.31,8.48,-1.76,-1.02,-0.64,2.31,16.96,4.36,9.31,4.91
ene-08,0.59,2.12,9.79,5.18,-0.22,0.95,0.09,2.8,-4.33,5.24,8.7,-0.08,2.61,2.16,3.23,16.42,3.32,5.64,3.47
feb-08,0.13,2.19,0.46,0.45,2.11,2.31,-0.43,2.35,-4.91,10.6,9.75,0.97,-0.38,-0.41,1.83,19.23,4.31,6.67,4.06
mar-08,-1.35,0.24,-4.49,-5.14,-2.21,-0.98,-0.84,1.15,-6.33,4.17,6.6,-2.09,-0.48,-2.3,2.04,24.24,3.6,-0.32,-0.2
abr-08,1.88,1.65,2.58,2.31,-0.05,-0.79,2.66,3.19,-8.72,6.15,6.48,-1.14,2.16,2.32,0.81,31.97,3.84,0.92,2.52
may-08,-0.51,0.92,3.75,4.52,0.17,-0.61,-0.81,1.77,-6.14,4.76,8.98,-2.2,0.67,-0.95,-0.04,29.3,3.83,5.56,1.14
jun-08,0.82,1.32,-3.39,-2.75,1.14,0.54,0.85,2.07,-7.04,4.01,12.83,-1.19,0.84,-0.36,0.79,30.06,3.38,4.03,1.62
jul-08,-0.11,1.41,4.52,5.99,-1.87,-1.29,0.43,2.98,-6.49,2.31,9.59,-3.01,4.29,2.36,-0.15,29.58,3.71,7.22,2.73
ago-08,-1.07,0.06,-8.52,-8.29,-0.02,-0.83,-0.89,1.16,1.5,3.38,1.71,-2.7,0.77,-1.82,-0.69,26.69,2.79,2.44,3.42
sep-08,-0.3,-0.44,0.53,-4.03,-0.82,-2.23,-0.05,1.05,-7.37,-0.1,-1.5,-1.15,0.5,-0.17,-1.94,28.14,3.1,2.31,-0.51
oct-08,0.12,-0.16,9.08,1.48,0.15,-1.72,-0.29,0.79,-2.92,-0.45,-0.6,-1.85,0.42,-1.96,-2.03,16.63,3.64,1.61,2.73
nov-08,-1.36,-1.14,-3.86,-5.52,-1.7,-2.72,-1.04,0.16,-1.19,-0.49,-4.09,-3.11,0.27,-3.02,-3.47,15.5,2.36,10.03,2.29
dic-08,-1.13,-2.32,4.31,13.9,-1.13,-4.44,-1.47,-1.84,-3.02,-3.14,-5.58,-4.29,-3.59,-5.51,-5.46,12.94,1.43,1.73,2.14
ene-09,-4.33,-7.1,-1.65,2.04,-5.22,-9.23,-4.19,-6.04,-3.79,-3.14,-4.7,-13.03,-13.43,-16.18,-9.84,15.67,1.21,-3.96,-1.26
feb-09,-0.4,-7.59,-8.19,-6.75,-0.43,-11.48,0.44,-5.22,-4.14,-6.4,-10.32,-14.0,-10.77,-15.62,-9.42,13.73,1.23,-0.73,3.05
mar-09,-0.25,-6.56,6.17,3.66,-0.91,-10.3,-0.09,-4.51,-3.53,-1.5,-7.55,-13.89,-8.21,-11.46,-10.35,10.51,-0.08,0.83,7.38
abr-09,-0.85,-9.07,-1.34,-0.31,0.11,-10.16,-2.17,-9.01,-0.59,-1.67,-7.89,-14.03,-14.89,-16.81,-11.93,5.23,0.25,2.88,5.94
may-09,-0.49,-9.05,-3.67,-7.44,-0.31,-10.59,0.14,-8.13,-2.49,-2.53,-7.15,-15.01,-13.61,-16.92,-15.19,3.63,0.13,-4.58,8.4
jun-09,1.59,-8.35,3.08,-1.25,-0.23,-11.81,2.7,-6.44,-5.27,-1.21,-9.44,-15.37,-10.42,-14.79,-11.48,5.28,-0.53,-7.57,4.76
jul-09,1.78,-6.61,-2.35,-7.74,2.29,-8.07,1.37,-5.57,-3.57,0.99,-8.67,-10.13,-12.29,-14.55,-8.71,10.74,0.47,-7.4,3.44
ago-09,-0.18,-5.77,0.19,1.04,-0.05,-8.09,0.11,-4.62,-4.65,-0.4,-5.73,-10.41,-9.63,-11.82,-7.95,11.25,0.39,-5.45,2.75
sep-09,0.74,-4.79,-0.03,0.48,1.43,-6.01,0.38,-4.2,-1.68,2.1,-3.2,-8.84,-9.82,-11.21,-5.46,10.12,1.03,-2.82,0.97
oct-09,0.78,-4.17,-0.05,-7.93,0.52,-5.66,1.04,-2.91,-4.06,2.57,-8.18,-6.19,-5.85,-7.23,-3.89,13.33,1.74,-8.88,0.8
nov-09,1.0,-1.87,1.35,-2.95,1.53,-2.56,0.51,-1.39,-4.63,1.03,-6.16,-1.16,-1.99,-3.6,-0.26,11.32,1.22,-10.36,2.18
dic-09,0.57,-0.19,3.69,-3.52,0.42,-1.04,0.53,0.61,-3.26,2.32,-4.63,0.84,2.48,1.53,3.96,3.66,-0.16,-5.05,2.51
ene-10,-0.84,3.45,-5.0,-6.81,-0.2,4.2,-1.17,3.78,0.0,2.42,4.4,5.22,8.22,7.81,5.79,10.76,2.37,-4.64,6.31
feb-10,0.81,4.7,6.82,8.42,-0.43,4.2,1.24,4.61,1.33,1.29,-0.16,7.55,11.87,12.26,7.7,12.19,1.04,-6.45,1.95
mar-10,0.69,5.69,-5.06,-3.05,1.17,6.38,0.84,5.58,1.75,1.52,1.92,10.42,11.74,8.48,9.67,13.65,5.06,1.58,2.09
abr-10,1.12,7.8,6.36,4.52,1.09,7.43,0.65,8.64,2.29,0.69,4.82,10.4,18.89,12.33,12.74,14.18,2.62,-5.6,-1.63
may-10,-0.17,8.14,1.49,10.13,-0.57,7.14,0.1,8.59,2.98,2.07,-4.26,13.29,12.86,15.41,17.74,20.05,2.66,1.7,2.87
jun-10,-0.04,6.41,-5.09,1.4,-0.01,7.39,0.17,5.91,4.07,3.03,-3.45,12.81,6.7,11.47,11.49,21.01,4.15,-1.37,6.57
jul-10,0.33,4.89,2.13,6.06,-0.26,4.72,0.59,5.09,1.29,5.88,-2.27,8.06,8.55,11.57,8.35,9.28,3.39,2.17,3.39
ago-10,0.23,5.32,-1.83,3.92,0.79,5.6,0.22,5.2,3.76,1.04,-2.72,9.56,8.21,12.52,9.71,8.59,3.6,1.31,1.93
sep-10,0.32,4.88,6.11,10.3,-0.5,3.59,0.58,5.41,3.11,2.9,-3.35,6.25,10.4,12.09,7.41,10.29,2.01,-2.88,7.52
oct-10,-0.06,4.01,-6.12,3.6,0.02,3.07,0.2,4.53,0.68,1.83,1.68,4.08,8.41,10.59,6.58,14.78,-0.28,3.19,2.53
nov-10,0.2,3.18,0.61,2.85,-0.2,1.32,0.47,4.48,0.75,4.36,0.78,1.46,8.31,8.19,4.3,15.94,4.6,-1.18,0.96
dic-10,0.83,3.46,-4.01,-4.79,0.95,1.85,1.04,5.02,1.04,6.2,1.07,2.01,9.2,11.06,3.93,22.6,5.11,-5.11,0.78
ene-11,0.19,4.54,3.04,3.27,0.17,2.22,-0.08,6.17,-0.15,6.16,-5.52,5.44,9.67,13.78,5.94,12.71,3.82,6.67,2.08
feb-11,0.17,3.88,-2.06,-5.32,-0.24,2.42,0.42,5.32,-1.34,7.84,-0.46,4.06,9.04,10.3,4.8,10.76,4.77,7.7,0.87
mar-11,0.63,3.82,8.08,7.78,0.75,2.0,0.33,4.78,-0.4,8.29,-3.78,3.72,7.59,10.06,3.9,9.85,3.11,0.1,-0.26
abr-11,-1.02,1.62,-12.58,-11.4,-0.09,0.81,-0.8,3.26,-0.66,9.25,-2.74,1.8,-0.21,7.25,2.57,5.9,3.57,7.22,3.56
may-11,1.39,3.2,3.43,-9.72,0.86,2.25,1.4,4.6,-0.94,7.64,3.85,2.09,9.92,9.06,3.82,1.98,2.82,6.03,-3.56
jun-11,0.43,3.69,-10.08,-14.46,0.97,3.26,0.53,4.97,0.42,7.48,9.8,1.96,11.84,9.44,3.81,-0.73,1.99,6.92,-3.9
jul-11,0.27,3.62,16.74,-2.23,-0.25,3.26,-0.22,4.14,1.14,2.43,4.98,3.2,7.22,8.13,4.73,6.84,1.42,3.41,-1.09
ago-11,0.84,4.26,3.66,3.23,0.47,2.94,1.11,5.06,0.53,7.34,9.15,1.55,10.37,7.3,3.1,8.62,1.84,4.52,2.04
sep-11,0.11,4.04,0.46,-2.26,-0.17,3.29,0.4,4.87,-1.3,5.46,6.18,3.35,8.87,5.94,4.59,6.71,3.46,4.82,1.46
oct-11,0.06,4.17,-3.29,0.69,1.34,4.65,-0.67,3.96,3.22,5.09,6.21,4.63,3.78,2.37,4.26,15.8,3.88,5.95,3.73
nov-11,0.7,4.69,-0.86,-0.78,0.87,5.77,0.82,4.32,3.38,3.59,11.38,4.96,6.91,5.22,4.54,-2.52,1.8,6.31,4.89
dic-11,-0.05,3.76,1.87,5.3,0.54,5.34,-0.45,2.78,3.08,5.23,9.15,4.67,2.84,-1.73,4.25,11.35,2.92,5.84,4.49
ene-12,0.97,4.57,-0.41,1.78,0.09,5.25,1.53,4.44,1.37,2.85,3.73,7.09,9.25,3.57,5.43,8.4,2.7,0.6,4.32
feb-12,0.15,4.55,1.63,5.62,0.04,5.54,-0.02,3.97,2.42,3.09,6.5,6.13,4.5,2.65,4.29,5.25,2.59,0.13,6.44
mar-12,0.18,4.08,5.78,3.37,0.08,4.84,0.07,3.71,2.1,1.02,7.06,5.2,4.65,3.72,4.6,-0.54,2.0,2.52,6.58
abr-12,0.23,5.4,-8.01,8.76,0.54,5.51,0.46,5.03,1.25,1.04,5.03,7.01,9.35,6.24,5.55,1.2,2.39,-1.86,6.61
may-12,-0.44,3.51,-0.42,4.72,-0.44,4.14,-0.59,2.97,2.04,1.75,5.21,4.89,3.19,0.43,3.38,4.2,2.72,-1.56,8.29
jun-12,0.67,3.75,7.63,25.34,0.5,3.65,0.41,2.85,1.58,1.12,-2.02,6.21,2.55,0.04,3.88,0.44,2.84,4.62,6.31
jul-12,0.4,3.88,-3.06,4.09,0.78,4.72,0.24,3.32,2.09,1.87,5.99,5.38,6.73,0.22,3.91,1.68,2.88,4.65,6.3
ago-12,-0.55,2.45,1.67,2.09,-1.38,2.79,0.09,2.27,1.57,0.7,0.28,4.27,1.72,-1.12,3.37,5.91,2.83,4.09,1.98
sep-12,0.39,2.73,-4.96,-3.42,1.3,4.29,-0.0,1.86,2.54,0.28,4.21,5.13,1.01,-0.61,3.29,2.23,2.76,3.46,-0.56
oct-12,-0.12,2.55,3.07,2.92,-1.92,0.94,0.96,3.54,-0.36,1.7,-0.14,1.79,6.45,4.4,2.94,-0.7,2.54,0.79,1.11
nov-12,0.98,2.83,8.21,12.34,0.86,0.93,0.71,3.43,1.78,2.65,-2.99,2.03,2.81,3.39,3.57,16.44,2.18,2.7,0.76
dic-12,-0.35,2.53,-4.51,5.3,-0.54,-0.16,-0.05,3.84,0.34,-1.36,-6.4,1.97,7.11,5.31,2.58,-7.19,1.76,5.06,0.32
ene-13,0.02,1.57,2.08,7.93,0.12,-0.12,0.06,2.34,3.45,3.15,-0.46,-1.02,1.15,1.17,2.04,14.87,1.54,8.14,-1.29
feb-13,-0.26,1.15,-4.65,1.25,0.74,0.58,-0.75,1.59,2.0,1.47,1.16,-0.14,-0.58,1.03,3.07,17.05,1.53,3.76,-3.7
mar-13,-0.06,0.9,-3.55,-7.67,-1.02,-0.52,0.57,2.1,0.44,-0.01,0.43,-1.2,0.55,1.85,2.54,25.58,1.34,-1.33,-4.3
abr-13,-0.37,0.3,7.47,7.87,-0.97,-2.02,-0.13,1.5,0.15,0.23,-6.3,-1.64,0.69,0.9,1.36,27.06,1.5,4.14,-5.72
may-13,0.86,1.6,-0.95,7.29,1.66,0.05,0.18,2.29,-0.66,2.22,-0.54,0.23,-0.67,3.08,2.74,41.54,1.16,1.45,-4.01
jun-13,-0.32,0.61,2.62,2.3,-1.02,-1.46,-0.12,1.75,-1.24,0.92,-3.34,-1.2,0.44,4.56,2.41,26.99,-0.08,-3.62,-3.27
jul-13,0.06,0.26,0.08,5.6,0.19,-2.04,0.02,1.53,-1.14,1.66,-6.95,-0.9,-2.56,2.93,2.82,27.29,1.49,-1.15,-3.42
ago-13,0.63,1.45,-2.65,1.11,0.96,0.29,0.8,2.25,-0.7,2.66,-2.45,1.25,1.02,3.75,3.19,20.29,1.22,-2.33,0.18
sep-13,-0.13,0.93,0.42,6.84,-0.94,-1.93,0.07,2.32,-0.81,1.82,-4.51,-1.77,0.14,4.0,2.32,26.16,-0.07,-1.2,3.76
oct-13,0.3,1.35,6.8,10.71,1.05,1.04,-0.23,1.11,0.92,1.31,-0.72,1.69,-0.47,-0.37,3.46,15.41,0.32,-3.53,1.36
nov-13,-0.23,0.13,-5.46,-3.28,-0.27,-0.09,0.1,0.5,-0.16,1.66,-1.77,0.3,-2.47,-1.18,1.43,17.7,0.74,-1.1,0.68
dic-13,0.58,1.07,0.05,1.35,0.29,0.75,0.7,1.26,1.27,2.22,3.96,-0.83,-4.19,-0.47,3.23,32.43,1.25,-0.63,1.47
ene-14,-0.66,0.38,-2.47,-3.17,0.13,0.75,-0.71,0.48,-2.3,4.92,-2.41,2.14,-1.2,-1.96,3.35,4.92,2.01,-5.51,2.04
