Periodo,Total,Minería,Energía_agua_gas,Construcción,Manufactureras,Alimentos_Anual,Bebidas_Anual,Textil_Anual,Cuero_Anual,Madera_Anual,Papel_Anual,Quimica_Anual,Plastico_Anual,Metales_Anual,Metalicos_Anual,Maquinaria_Anual,Computacion_Anual,Electrico_Anual,Transporte_Anual
jun-21,-0.2,-0.76,0.13,-3.23,0.48,3.16,12.69,29.96,31.81,9.52,16.56,9.13,26.98,25.49,23.42,28.2,12.83,26.64,16.79
jul-21,0.24,1.04,1.15,-0.26,0.08,4.03,1.94,15.05,12.59,11.02,12.74,6.31,13.41,21.24,11.1,39.42,13.09,14.29,-4.79
ago-21,0.35,-0.71,-3.71,5.82,-0.16,4.51,1.89,5.39,4.48,13.25,10.88,1.47,9.87,14.79,2.15,18.79,12.63,12.33,-6.42
sep-21,-1.02,1.78,-1.03,-0.78,-1.77,3.12,2.57,7.87,3.0,13.79,7.98,5.26,5.45,5.26,2.88,19.24,-7.5,2.92,-17.98
oct-21,1.03,-0.38,1.76,-2.1,1.96,2.73,1.75,8.27,0.59,6.07,8.53,3.53,3.97,2.61,2.27,10.21,13.11,3.36,-13.79
nov-21,0.52,0.45,-0.13,-1.23,1.06,3.18,1.78,5.98,3.06,1.47,8.96,3.05,8.25,1.68,3.44,9.3,4.04,3.55,-11.83
dic-21,1.3,-0.49,6.03,1.04,1.66,3.04,4.98,9.05,4.98,2.57,11.22,5.15,5.47,2.36,-0.19,13.88,-3.23,1.7,-1.61
ene-22,1.26,2.98,-3.58,1.55,0.73,2.54,4.3,6.6,9.19,3.09,6.61,3.1,4.58,3.38,-2.88,15.84,-1.1,9.76,2.56
feb-22,-0.08,-4.2,-1.49,1.65,0.31,3.48,10.27,7.52,7.3,3.8,9.96,11.16,2.82,3.62,0.53,11.95,5.34,6.83,8.6
mar-22,0.94,3.05,2.55,2.18,0.23,3.49,4.76,3.45,8.06,0.39,8.47,4.61,3.12,3.97,-0.4,5.74,4.36,-0.89,0.41
abr-22,0.62,0.49,2.03,1.95,0.7,3.33,5.33,4.62,11.52,5.55,4.83,6.72,4.12,2.74,-2.57,8.34,8.35,0.18,1.37
may-22,-0.22,-0.06,-0.45,-5.37,0.9,5.17,6.62,4.09,13.72,0.45,4.42,5.39,3.39,5.76,-0.25,9.98,11.19,5.81,6.87
jun-22,-0.48,2.51,-2.09,0.31,-1.16,4.01,4.01,7.85,10.69,1.88,1.8,4.77,3.99,1.02,-1.6,10.98,7.8,3.15,6.1
jul-22,0.64,-1.1,1.73,-1.19,1.23,2.49,8.03,5.39,9.34,-1.11,2.76,1.17,5.6,-0.56,-3.35,6.05,11.3,-0.27,12.31
ago-22,0.45,-1.24,-2.51,0.44,1.15,1.9,4.73,7.49,13.42,-13.41,3.18,-0.64,3.03,-1.64,-4.2,7.06,12.09,2.48,21.28
sep-22,-0.43,0.04,-0.44,-0.63,-0.72,3.06,3.19,4.16,11.61,-14.67,3.19,-3.56,7.01,-1.86,-0.47,4.4,24.76,4.91,25.14
oct-22,0.05,1.62,-2.01,-1.2,0.42,3.35,3.45,2.77,11.37,-6.6,3.31,-1.31,4.29,0.8,-1.34,11.19,6.51,4.24,17.79
nov-22,1.04,0.96,-0.16,4.36,0.26,2.13,1.08,-1.15,5.16,-3.42,0.14,-6.48,0.43,4.44,-1.27,11.78,14.67,3.14,17.51
dic-22,1.42,0.68,1.65,3.51,1.09,1.27,1.96,-6.65,6.71,-7.72,-3.25,-5.23,2.93,2.97,7.21,4.86,21.08,3.07,13.02
ene-23,-0.51,-2.11,0.16,-0.58,-0.52,1.79,-1.06,-3.1,3.34,-5.92,0.02,-4.39,-1.37,3.44,3.56,9.16,13.17,-0.24,9.66
feb-23,-0.31,2.33,-1.35,0.36,-0.79,1.14,-0.85,-7.72,3.21,-8.74,0.58,-10.3,-2.21,3.28,-0.68,6.57,10.15,3.03,11.31
mar-23,-0.05,-0.06,1.01,1.81,-0.71,-0.18,-2.61,-6.74,-0.03,-7.51,-2.04,-3.33,-2.33,1.74,-1.42,1.83,6.06,6.04,8.11
abr-23,0.63,0.21,-2.38,-1.08,1.67,0.18,-3.02,-6.23,3.69,-14.21,-1.44,-5.03,-1.13,-1.5,1.56,5.63,1.64,3.15,15.95
may-23,0.47,-0.03,0.79,3.6,-0.26,-3.16,-6.27,-10.82,-2.97,-16.41,-4.61,-4.49,-0.58,-4.41,-1.45,1.96,4.48,-0.36,14.71
jun-23,0.45,-0.09,0.91,3.95,-0.45,-0.82,-3.49,-6.13,1.35,-11.75,-6.86,-6.48,-1.7,-2.98,1.36,1.43,6.94,0.02,11.15
jul-23,-0.03,-3.45,-0.48,-0.13,0.67,-0.21,-8.04,-8.64,0.35,-13.85,-7.9,-5.14,-4.9,-0.52,2.92,3.22,3.86,4.96,11.51
ago-23,0.16,0.08,1.23,2.81,-0.72,-0.41,-8.01,-6.89,-4.39,-6.94,-6.52,-1.71,-6.0,7.86,6.57,0.61,4.46,2.8,0.78
sep-23,0.64,-0.45,-0.29,1.53,0.5,-0.72,-2.25,-7.51,-4.48,-4.4,-6.56,-0.24,-5.81,3.99,8.85,0.64,0.5,1.78,8.56
oct-23,0.97,0.13,-0.39,4.33,0.31,-0.56,-3.58,-6.56,-5.73,-9.4,-8.9,0.29,-4.43,-4.33,4.36,1.52,6.27,2.1,11.63
nov-23,-1.6,-2.1,-0.77,-4.1,-0.79,-0.36,-2.37,-1.18,-8.36,-10.56,-7.5,4.25,-3.24,-2.98,-1.86,-4.87,4.1,1.45,4.83
dic-23,-0.07,0.3,-1.19,0.12,-0.3,0.16,-1.77,-5.69,-11.22,-11.05,-5.81,3.6,-4.46,-5.1,-3.56,-3.11,4.81,0.59,-2.57
ene-24,0.58,1.55,-3.63,2.24,0.3,-1.23,-0.72,-4.93,-16.83,-12.89,-6.69,5.46,-3.27,-1.78,-0.33,-8.63,0.65,-2.66,0.29
feb-24,-1.53,-1.02,2.49,-4.86,-0.76,-1.38,-0.2,-8.0,-12.98,-7.67,-6.83,10.17,-1.2,-3.89,-2.71,-6.04,-4.54,-3.14,0.32
mar-24,0.47,-2.18,1.04,-0.31,1.26,1.55,4.46,-8.42,-11.74,-12.87,-4.44,8.91,0.14,-5.86,1.29,-1.06,3.93,-2.93,2.09
abr-24,-0.55,-2.2,-2.74,2.43,-1.63,-2.01,-1.91,-13.07,-22.09,-10.07,-6.6,6.88,-4.95,-2.32,-3.48,-5.83,0.5,-2.13,-4.01
may-24,0.09,0.28,4.23,0.36,0.12,0.52,3.93,-9.65,-13.01,-1.97,-4.37,9.16,-0.73,-3.27,0.12,-6.63,-3.29,-1.35,-4.85
jun-24,0.22,-1.4,-0.16,-2.71,1.5,-0.76,2.57,-9.16,-14.72,-2.85,-0.31,10.93,1.99,-10.0,-0.04,-2.3,-3.57,0.43,3.17
jul-24,0.66,0.26,-0.32,4.46,-0.11,-0.47,1.28,-5.92,-17.88,-4.38,-1.53,9.88,0.89,-5.74,-2.01,-4.95,-3.89,3.09,-1.78
ago-24,-0.53,0.65,-0.04,-3.83,0.13,0.14,2.81,-8.13,-17.39,-2.22,-0.8,8.86,3.61,-11.23,-2.29,-3.3,-7.88,3.0,2.63
sep-24,0.61,-2.47,-1.08,2.65,0.7,0.16,-0.05,-5.77,-16.31,-2.11,-1.38,7.78,2.79,-7.91,-5.43,-1.6,3.44,2.91,0.22
oct-24,-1.8,-1.87,-0.39,-4.68,-1.13,-0.99,-0.91,-11.25,-16.45,-3.1,-0.39,4.97,0.14,2.52,-5.53,-9.3,-3.82,1.93,-5.21
nov-24,0.13,0.34,0.5,0.55,-0.03,-0.07,-1.39,-14.06,-11.99,-2.27,1.75,5.61,-0.32,-5.34,0.44,-1.32,-4.9,-0.74,1.25
dic-24,-1.31,-1.05,-2.36,-2.3,-0.93,-0.36,-1.92,-7.42,-9.86,-1.32,0.91,3.86,-1.24,-4.14,-4.85,-3.1,-8.75,1.96,-1.52
ene-25,0.3,-1.76,1.11,0.45,0.49,0.46,-0.59,-7.71,-7.27,-0.64,3.81,1.96,3.2,-4.69,-3.11,-6.8,-0.55,3.6,-1.37
feb-25,1.72,0.67,0.72,3.84,1.38,1.09,0.25,-3.36,-8.03,-1.61,4.33,2.92,3.28,-1.66,4.64,-0.82,6.96,8.95,-1.34
mar-25,-0.69,-2.43,-1.25,0.53,-1.09,-0.82,-4.64,-6.0,-11.03,-0.93,-1.27,-1.76,-0.32,-2.38,-3.56,-0.74,-1.63,4.49,-2.16
abr-25,-0.13,1.48,0.36,-2.86,0.6,2.0,2.49,-3.96,-0.73,-5.68,0.74,-1.7,3.32,-1.21,0.08,0.65,5.37,3.81,-1.76
may-25,0.56,-0.87,0.19,3.08,-0.06,1.37,-2.56,-4.48,-8.88,-10.57,0.13,-2.52,-2.99,-4.63,-3.74,2.63,3.54,0.52,0.01
jun-25,-0.38,-1.45,-0.26,-0.42,-0.1,1.02,-0.6,-10.57,-8.62,-12.48,-1.71,-4.43,-3.62,7.04,-5.77,-2.62,3.11,3.4,-5.33
jul-25,-1.04,2.8,-0.07,-0.69,-1.55,0.78,-1.44,-9.77,-4.21,-7.25,-1.24,-2.93,-1.62,2.89,-4.66,0.7,-0.77,-2.64,-8.07
ago-25,-0.25,0.3,1.03,-1.88,0.02,1.5,-0.96,-10.13,-4.49,-8.55,-4.33,-3.46,-0.84,3.27,-6.53,-0.7,4.54,-4.2,-8.58
sep-25,-0.22,0.73,0.33,-2.11,0.2,0.97,-3.64,-10.36,-5.62,-11.15,-3.5,-3.99,-0.86,1.46,-7.09,2.51,3.44,-4.22,-11.79
oct-25,0.83,0.7,1.45,4.12,-0.26,1.66,0.91,-0.96,-4.18,-8.41,-1.55,-3.8,-1.27,-6.03,-2.23,1.63,2.44,-2.15,-9.84
nov-25,0.56,-0.05,-0.15,1.57,0.51,0.98,2.35,-1.57,-3.31,-7.92,-3.48,-3.48,-0.22,-7.78,-3.6,-4.98,1.53,2.08,-8.84
dic-25,0.12,0.4,0.32,1.06,-0.18,-0.41,-0.73,-8.15,-8.66,-5.16,-4.3,-5.1,-3.17,0.47,-4.04,1.93,5.44,-2.53,-3.86
ene-26,-1.08,-1.13,-1.84,-1.22,-1.07,0.08,1.25,-7.13,-3.28,-4.89,-6.25,-4.53,-4.59,-8.17,-4.31,5.58,0.35,-4.82,-7.37
feb-26,0.4,0.57,-1.44,0.3,0.71,-0.24,-2.45,-6.11,-7.88,-9.26,-8.13,-3.0,-5.02,1.36,-6.68,1.07,-4.44,-9.62,-6.19
